"id","university_name","program_code","program_name","subject_combination","admission_method","admission_score","note"
16231,Đại Học Duy Tân,"7720201",Y khoa,A00; B00; A02; D08,Điểm học bạ năm 2024,24.0,HL lớp 12 Giỏi hoặc điểm xét tốt nghiệp THPT từ 8.0 trở lên
16232,Đại Học Duy Tân,"7720301",Điều dưỡng,A00; B00; B03; C02,Điểm học bạ năm 2024,19.5,HL lớp 12 Khá hoặc điểm xét tốt nghiệp THPT từ 6.5 trở lên
16233,Đại Học Duy Tân,"7720501",Bác sĩ Răng Hàm Mặt,A00; B00; A02; D08,Điểm học bạ năm 2024,24.0,HL lớp 12 Giỏi hoặc điểm xét tốt nghiệp THPT từ 8.0 trở lên
16234,Đại Học Duy Tân,"7810101",Du lịch,A00; A01; C00; D01,Điểm học bạ năm 2024,18.0,""
16235,Đại Học Duy Tân,"7810103",Quản trị dịch vụ du lịch và lữ hành,A00; A01; C00; D01,Điểm học bạ năm 2024,18.0,""
16236,Đại Học Duy Tân,"7810201",Quản trị khách sạn,A00; A01; C00; D01,Điểm học bạ năm 2024,18.0,Ngành đạt kiểm định UNWTO
16237,Đại Học Duy Tân,"7810202",Quản trị nhà hàng và Dịch vụ ăn uống,A00; A01; C00; D01,Điểm học bạ năm 2024,18.0,""
16238,Đại Học Duy Tân,"7810501",Kinh tế gia đình,A00; A01; C00; D01,Điểm học bạ năm 2024,18.0,""
16239,Đại Học Duy Tân,"7850101",Quản lý tài nguyên và môi trường,A00; C01; C02; B00,Điểm học bạ năm 2024,18.0,""
16240,Đại Học Duy Tân,"7210403",Thiết kế đồ họa,"",Điểm ĐGNL HN năm 2024,85.0,""
16241,Đại Học Duy Tân,"7210404",Thiết kế thời trang,"",Điểm ĐGNL HN năm 2024,85.0,""
16242,Đại Học Duy Tân,"7220201",Ngôn ngữ Anh,"",Điểm ĐGNL HN năm 2024,85.0,""
16243,Đại Học Duy Tân,"7220204",Ngôn ngữ Trung Quốc,"",Điểm ĐGNL HN năm 2024,85.0,""
16244,Đại Học Duy Tân,"7220209",Ngôn ngữ Nhật,"",Điểm ĐGNL HN năm 2024,85.0,""
16245,Đại Học Duy Tân,"7220210",Ngôn ngữ Hàn Quốc,"",Điểm ĐGNL HN năm 2024,85.0,""
16246,Đại Học Duy Tân,"7229030",Văn học,"",Điểm ĐGNL HN năm 2024,85.0,""
16247,Đại Học Duy Tân,"7310104",Kinh tế đầu tư,"",Điểm ĐGNL HN năm 2024,85.0,""
16248,Đại Học Duy Tân,"7310206",Quan hệ quốc tế,"",Điểm ĐGNL HN năm 2024,85.0,""
16249,Đại Học Duy Tân,"7310630",Việt Nam học,"",Điểm ĐGNL HN năm 2024,85.0,""
16250,Đại Học Duy Tân,"7320104",Truyền thông đa phương tiện,"",Điểm ĐGNL HN năm 2024,85.0,""
16251,Đại Học Duy Tân,"7320108",Quan hệ công chúng,"",Điểm ĐGNL HN năm 2024,85.0,""
16252,Đại Học Duy Tân,"7340101",Quản trị kinh doanh,"",Điểm ĐGNL HN năm 2024,85.0,""
16253,Đại Học Duy Tân,"7340115",Marketing,"",Điểm ĐGNL HN năm 2024,85.0,""
16254,Đại Học Duy Tân,"7340121",Kinh doanh thương mại,"",Điểm ĐGNL HN năm 2024,85.0,""
16255,Đại Học Duy Tân,"7340122",Thương mại điện tử,"",Điểm ĐGNL HN năm 2024,85.0,""
16256,Đại Học Duy Tân,"7340201",Tài chính - Ngân hàng,"",Điểm ĐGNL HN năm 2024,85.0,""
16257,Đại Học Duy Tân,"7340301",Kế toán,"",Điểm ĐGNL HN năm 2024,85.0,""
16258,Đại Học Duy Tân,"7340302",Kiểm toán,"",Điểm ĐGNL HN năm 2024,85.0,""
16259,Đại Học Duy Tân,"7340404",Quản trị nhân lực,"",Điểm ĐGNL HN năm 2024,85.0,""
16260,Đại Học Duy Tân,"7340405",Hệ thống thông tin quản lý,"",Điểm ĐGNL HN năm 2024,85.0,Ngành đạt kiểm định ABET-Hoa Kỳ
16261,Đại Học Duy Tân,"7340412",Quản trị sự kiện,"",Điểm ĐGNL HN năm 2024,85.0,""
16262,Đại Học Duy Tân,"7380101",Luật,"",Điểm ĐGNL HN năm 2024,85.0,""
16263,Đại Học Duy Tân,"7380107",Luật kinh tế,"",Điểm ĐGNL HN năm 2024,85.0,""
16264,Đại Học Duy Tân,"7420201",Công nghệ sinh học,"",Điểm ĐGNL HN năm 2024,85.0,""
16265,Đại Học Duy Tân,"7460108",Khoa học dữ liệu,"",Điểm ĐGNL HN năm 2024,85.0,""
16266,Đại Học Duy Tân,"7480101",Khoa học máy tinh,"",Điểm ĐGNL HN năm 2024,85.0,""
16267,Đại Học Duy Tân,"7480102",Mạng Máy tính và Truyền thông Dữ liệu,"",Điểm ĐGNL HN năm 2024,85.0,""
16268,Đại Học Duy Tân,"7480103",Kỹ thuật phần mềm,"",Điểm ĐGNL HN năm 2024,85.0,Ngành đạt kiểm định ABET-Hoa Kỳ
16269,Đại Học Duy Tân,"7480107",Trí tuệ Nhân tạo,"",Điểm ĐGNL HN năm 2024,85.0,""
16270,Đại Học Duy Tân,"7480202",An toàn Thông tin,"",Điểm ĐGNL HN năm 2024,85.0,""
16271,Đại Học Duy Tân,"7510102",Công nghệ kỹ thuật Công trình xây dựng,"",Điểm ĐGNL HN năm 2024,85.0,""
16272,Đại Học Duy Tân,"7510205",Công nghệ kỹ thuật ô tô,"",Điểm ĐGNL HN năm 2024,85.0,""
16273,Đại Học Duy Tân,"7510301","Công nghệ Kỹ thuật điện, điện tử","",Điểm ĐGNL HN năm 2024,85.0,Ngành đạt kiểm định ABET-Hoa Kỳ
16274,Đại Học Duy Tân,"7510406",Công nghệ kỹ thuật môi trường,"",Điểm ĐGNL HN năm 2024,85.0,""
16275,Đại Học Duy Tân,"7510605",Logistics và quản lý chuỗi cung ứng,"",Điểm ĐGNL HN năm 2024,85.0,""
16276,Đại Học Duy Tân,"7520202",Kỹ thuật Y sinh,"",Điểm ĐGNL HN năm 2024,85.0,""
16277,Đại Học Duy Tân,"7520216",Kỹ thuật Điều khiển và Tự động hóa,"",Điểm ĐGNL HN năm 2024,85.0,""
16278,Đại Học Duy Tân,"7540101",Công nghệ thực phẩm,"",Điểm ĐGNL HN năm 2024,85.0,""
16279,Đại Học Duy Tân,"7580101",Kiến trúc,"",Điểm ĐGNL HN năm 2024,85.0,""
16280,Đại Học Duy Tân,"7580201",Kỹ thuật xây dựng,"",Điểm ĐGNL HN năm 2024,85.0,""
16281,Đại Học Duy Tân,"7720201",Dược,"",Điểm ĐGNL HN năm 2024,100.0,HL lớp 12 Giỏi hoặc điểm xét tốt nghiệp THPT từ 8.0 trở lên
16282,Đại Học Duy Tân,"7720201",Y khoa,"",Điểm ĐGNL HN năm 2024,100.0,HL lớp 12 Giỏi hoặc điểm xét tốt nghiệp THPT từ 8.0 trở lên
16283,Đại Học Duy Tân,"7720301",Điều dưỡng,"",Điểm ĐGNL HN năm 2024,90.0,HL lớp 12 Khá hoặc điểm xét tốt nghiệp THPT từ 6.5 trở lên
16284,Đại Học Duy Tân,"7720501",Bác sĩ Răng Hàm Mặt,"",Điểm ĐGNL HN năm 2024,100.0,HL lớp 12 Giỏi hoặc điểm xét tốt nghiệp THPT từ 8.0 trở lên
16285,Đại Học Duy Tân,"7810101",Du lịch,"",Điểm ĐGNL HN năm 2024,85.0,""
16286,Đại Học Duy Tân,"7810103",Quản trị dịch vụ du lịch và lữ hành,"",Điểm ĐGNL HN năm 2024,85.0,""
16287,Đại Học Duy Tân,"7810201",Quản trị khách sạn,"",Điểm ĐGNL HN năm 2024,85.0,Ngành đạt kiểm định UNWTO
16288,Đại Học Duy Tân,"7810202",Quản trị nhà hàng và Dịch vụ ăn uống,"",Điểm ĐGNL HN năm 2024,85.0,""
16289,Đại Học Duy Tân,"7810501",Kinh tế gia đình,"",Điểm ĐGNL HN năm 2024,85.0,""
16290,Đại Học Duy Tân,"7850101",Quản lý tài nguyên và môi trường,"",Điểm ĐGNL HN năm 2024,85.0,""
16291,Đại Học Duy Tân,"7210403",Thiết kế đồ họa,"",Điểm ĐGNL HCM năm 2024,650.0,""
16292,Đại Học Duy Tân,"7210404",Thiết kế thời trang,"",Điểm ĐGNL HCM năm 2024,650.0,""
16293,Đại Học Duy Tân,"7220201",Ngôn ngữ Anh,"",Điểm ĐGNL HCM năm 2024,650.0,""
16294,Đại Học Duy Tân,"7220204",Ngôn ngữ Trung Quốc,"",Điểm ĐGNL HCM năm 2024,650.0,""
16295,Đại Học Duy Tân,"7220209",Ngôn ngữ Nhật,"",Điểm ĐGNL HCM năm 2024,650.0,""
16296,Đại Học Duy Tân,"7220210",Ngôn ngữ Hàn Quốc,"",Điểm ĐGNL HCM năm 2024,650.0,""
16297,Đại Học Duy Tân,"7229030",Văn học,"",Điểm ĐGNL HCM năm 2024,650.0,""
16298,Đại Học Duy Tân,"7310104",Kinh tế đầu tư,"",Điểm ĐGNL HCM năm 2024,650.0,""
16299,Đại Học Duy Tân,"7310206",Quan hệ quốc tế,"",Điểm ĐGNL HCM năm 2024,650.0,""
16300,Đại Học Duy Tân,"7310630",Việt Nam học,"",Điểm ĐGNL HCM năm 2024,650.0,""
16301,Đại Học Duy Tân,"7320104",Truyền thông đa phương tiện,"",Điểm ĐGNL HCM năm 2024,650.0,""
16302,Đại Học Duy Tân,"7320108",Quan hệ công chúng,"",Điểm ĐGNL HCM năm 2024,650.0,""
16303,Đại Học Duy Tân,"7340101",Quản trị kinh doanh,"",Điểm ĐGNL HCM năm 2024,650.0,""
16304,Đại Học Duy Tân,"7340115",Marketing,"",Điểm ĐGNL HCM năm 2024,650.0,""
16305,Đại Học Duy Tân,"7340121",Kinh doanh thương mại,"",Điểm ĐGNL HCM năm 2024,650.0,""
16306,Đại Học Duy Tân,"7340122",Thương mại điện tử,"",Điểm ĐGNL HCM năm 2024,650.0,""
16307,Đại Học Duy Tân,"7340201",Tài chính - Ngân hàng,"",Điểm ĐGNL HCM năm 2024,650.0,""
16308,Đại Học Duy Tân,"7340301",Kế toán,"",Điểm ĐGNL HCM năm 2024,650.0,""
16309,Đại Học Duy Tân,"7340302",Kiểm toán,"",Điểm ĐGNL HCM năm 2024,650.0,""
16310,Đại Học Duy Tân,"7340404",Quản trị nhân lực,"",Điểm ĐGNL HCM năm 2024,650.0,""
16311,Đại Học Duy Tân,"7340405",Hệ thống thông tin quản lý,"",Điểm ĐGNL HCM năm 2024,650.0,Ngành đạt kiểm định ABET-Hoa Kỳ
16312,Đại Học Duy Tân,"7340412",Quản trị sự kiện,"",Điểm ĐGNL HCM năm 2024,650.0,""
16313,Đại Học Duy Tân,"7380101",Luật,"",Điểm ĐGNL HCM năm 2024,650.0,""
16314,Đại Học Duy Tân,"7380107",Luật kinh tế,"",Điểm ĐGNL HCM năm 2024,650.0,""
16315,Đại Học Duy Tân,"7420201",Công nghệ sinh học,"",Điểm ĐGNL HCM năm 2024,650.0,""
16316,Đại Học Duy Tân,"7460108",Khoa học dữ liệu,"",Điểm ĐGNL HCM năm 2024,650.0,""
16317,Đại Học Duy Tân,"7480101",Khoa học máy tinh,"",Điểm ĐGNL HCM năm 2024,650.0,""
16318,Đại Học Duy Tân,"7480102",Mạng Máy tính và Truyền thông Dữ liệu,"",Điểm ĐGNL HCM năm 2024,650.0,""
16319,Đại Học Duy Tân,"7480103",Kỹ thuật phần mềm,"",Điểm ĐGNL HCM năm 2024,650.0,Ngành đạt kiểm định ABET-Hoa Kỳ
16320,Đại Học Duy Tân,"7480107",Trí tuệ Nhân tạo,"",Điểm ĐGNL HCM năm 2024,650.0,""
16321,Đại Học Duy Tân,"7480202",An toàn Thông tin,"",Điểm ĐGNL HCM năm 2024,650.0,""
16322,Đại Học Duy Tân,"7510102",Công nghệ kỹ thuật Công trình xây dựng,"",Điểm ĐGNL HCM năm 2024,650.0,""
16323,Đại Học Duy Tân,"7510205",Công nghệ kỹ thuật ô tổ,"",Điểm ĐGNL HCM năm 2024,650.0,""
16324,Đại Học Duy Tân,"7510301","Công nghệ Kỹ thuật điện, điện tử","",Điểm ĐGNL HCM năm 2024,650.0,Ngành đạt kiểm định ABET-Hoa Kỳ
16325,Đại Học Duy Tân,"7510406",Công nghệ kỹ thuật môi trường,"",Điểm ĐGNL HCM năm 2024,650.0,""
16326,Đại Học Duy Tân,"7510605",Logistics và quản lý chuỗi cung ứng,"",Điểm ĐGNL HCM năm 2024,650.0,""
16327,Đại Học Duy Tân,"7520202",Kỹ thuật Y sinh,"",Điểm ĐGNL HCM năm 2024,650.0,""
16328,Đại Học Duy Tân,"7520216",Kỹ thuật Điều khiển và Tự động hóa,"",Điểm ĐGNL HCM năm 2024,650.0,""
16329,Đại Học Duy Tân,"7540101",Công nghệ thực phẩm,"",Điểm ĐGNL HCM năm 2024,650.0,""
16330,Đại Học Duy Tân,"7580101",Kiến trúc,"",Điểm ĐGNL HCM năm 2024,650.0,""
16331,Đại Học Duy Tân,"7580201",Kỹ thuật xây dựng,"",Điểm ĐGNL HCM năm 2024,650.0,""
16332,Đại Học Duy Tân,"7720201",Dược,"",Điểm ĐGNL HCM năm 2024,750.0,HL lớp 12 Giỏi hoặc điểm xét tốt nghiệp THPT từ 8.0 trở lên
16333,Đại Học Duy Tân,"7720201",Y khoa,"",Điểm ĐGNL HCM năm 2024,750.0,HL lớp 12 Giỏi hoặc điểm xét tốt nghiệp THPT từ 8.0 trở lên
16334,Đại Học Duy Tân,"7720301",Điều dưỡng,"",Điểm ĐGNL HCM năm 2024,700.0,HL lớp 12 Khá hoặc điểm xét tốt nghiệp THPT từ 6.5 trở lên
16335,Đại Học Duy Tân,"7720501",Bác sĩ Răng Hàm Mặt,"",Điểm ĐGNL HCM năm 2024,750.0,HL lớp 12 Giỏi hoặc điểm xét tốt nghiệp THPT từ 8.0 trở lên
16336,Đại Học Duy Tân,"7810101",Du lịch,"",Điểm ĐGNL HCM năm 2024,650.0,""
16337,Đại Học Duy Tân,"7810103",Quản trị dịch vụ du lịch và lữ hành,"",Điểm ĐGNL HCM năm 2024,650.0,""
16338,Đại Học Duy Tân,"7810201",Quản trị khách sạn,"",Điểm ĐGNL HCM năm 2024,650.0,Ngành đạt kiểm định UNWTO
16339,Đại Học Duy Tân,"7810202",Quản trị nhà hàng và Dịch vụ ăn uống,"",Điểm ĐGNL HCM năm 2024,650.0,""
16340,Đại Học Duy Tân,"7810501",Kinh tế gia đình,"",Điểm ĐGNL HCM năm 2024,650.0,""
16341,Đại Học Duy Tân,"7850101",Quản lý tài nguyên và môi trường,"",Điểm ĐGNL HCM năm 2024,650.0,""
16342,Viện nghiên cứu và đào tạo Việt Anh - Đại học Đà Nẵng,"7340124",Quản trị và Kinh doanh Quốc tế,A01; D01; D07; D10,Điểm thi THPT năm 2024,17.0,""
16343,Viện nghiên cứu và đào tạo Việt Anh - Đại học Đà Nẵng,"7420204",Khoa học Y Sinh,A00; D07; B00; B08,Điểm thi THPT năm 2024,17.0,""
16344,Viện nghiên cứu và đào tạo Việt Anh - Đại học Đà Nẵng,"7480101-CSE",Khoa học Máy tính – Chuyên ngành Công nghệ Phần mềm,A00; A01; D01; D90,Điểm thi THPT năm 2024,18.5,""
16345,Viện nghiên cứu và đào tạo Việt Anh - Đại học Đà Nẵng,"7480101-SE",Khoa học Máy tính – Chuyên ngành Công nghệ Phần mềm,A00; A01; D01; D90,Điểm thi THPT năm 2024,17.0,""
16346,Viện nghiên cứu và đào tạo Việt Anh - Đại học Đà Nẵng,"7510402",Công nghệ Vật liệu – Chuyên ngành Công nghệ Nano,A00; D07; B00; A01,Điểm thi THPT năm 2024,17.0,""
16347,Viện nghiên cứu và đào tạo Việt Anh - Đại học Đà Nẵng,"7480101-SE",Khoa học Máy tính - Chuyên ngành Công nghệ Phần mềm,A00; A01; D01; D90,Điểm học bạ năm 2024,19.23,""
16348,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7480112",Khoa học dữ liệu và trí tuệ nhân tạo (Hệ Cử nhân),A00; A01; D01,Điểm thi THPT năm 2024,18.2,""
16349,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7480112KS",Khoa học dữ liệu và trí tuệ nhân tạo (Hệ Kỹ sư),A00; A01; D01,Điểm thi THPT năm 2024,18.2,""
16350,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7510205",Công nghệ kỹ thuật ô tô,A00; A01; D01,Điểm thi THPT năm 2024,17.75,""
16351,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7520201",Kỹ thuật điện,A00; A01; D01,Điểm thi THPT năm 2024,16.7,""
16352,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7520216",Kỹ thuật điều khiển và tự động hóa,A00; A01; D01,Điểm thi THPT năm 2024,17.5,""
16353,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7580201",Kỹ thuật xây dựng,A00; A01; C01; D01,Điểm thi THPT năm 2024,15.75,""
16354,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7480112",Khoa học dữ liệu và trí tuệ nhân tạo (Hệ Cử nhân),A00; A01; D01,Điểm học bạ năm 2024,20.5,""
16355,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7480112KS",Khoa học dữ liệu và trí tuệ nhân tạo (Hệ Kỹ sư),A00; A01; D01,Điểm học bạ năm 2024,20.5,""
16356,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7520201",Kỹ thuật điện,A00; A01; D01,Điểm học bạ năm 2024,20.0,""
16357,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7520216",Kỹ thuật điều khiển và tụ động hóa,A00; A01; D01,Điểm học bạ năm 2024,20.5,""
16358,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7580201",Kỹ thuật xây dựng,A00; A01; C01; D01,Điểm học bạ năm 2024,18.5,""
16359,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7580301",Công nghệ kỹ thuật ô tô,A00; A01; D01,Điểm học bạ năm 2024,20.0,""
16360,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7480112",Khoa học dữ liệu và trí tuệ nhân tạo (Hệ Cử nhân),"",Điểm ĐGNL HCM năm 2024,660.0,""
16361,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7480112KS",Khoa học dữ liệu và trí tuệ nhân tạo (Hệ Kỹ sư),"",Điểm ĐGNL HCM năm 2024,660.0,""
16362,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7520201",Kỹ thuật điện,"",Điểm ĐGNL HCM năm 2024,660.0,""
16363,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7520216",Kỹ thuật điều khiển và tụ động hóa,"",Điểm ĐGNL HCM năm 2024,660.0,""
16364,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7580201",Kỹ thuật xây dựng,"",Điểm ĐGNL HCM năm 2024,660.0,""
16365,Khoa Kỹ thuật và Công nghệ - Đại học Huế,"7580301",Công nghệ kỹ thuật ô tô,"",Điểm ĐGNL HCM năm 2024,660.0,""
16366,Khoa Quốc tế - Đại học Huế,"7310206",Quan hệ Quốc tế,C00; D01; D14; D15,Điểm thi THPT năm 2024,20.0,""
16367,Khoa Quốc tế - Đại học Huế,"7320104",Truyền thông đa phương tiện,C00; D01; D14; D15,Điểm thi THPT năm 2024,23.0,""
16368,Khoa Quốc tế - Đại học Huế,"7850102",Kinh tế tài nguyên thiên nhiên,A00; A01; C00; D01,Điểm thi THPT năm 2024,17.0,""
16369,Khoa Quốc tế - Đại học Huế,"7310206",Quan hệ Quốc tế,C00; D01; D14; D15,Điểm học bạ năm 2024,25.0,""
16370,Khoa Quốc tế - Đại học Huế,"7320104",Truyền thông đa phương tiện,C00; D01; D14; D15,Điểm học bạ năm 2024,26.0,""
16371,Khoa Quốc tế - Đại học Huế,"7850102",Kinh tế tài nguyên thiên nhiên,A00; A01; C00; D01,Điểm học bạ năm 2024,20.0,""
16372,Khoa Quốc tế - Đại học Huế,"7310206",Quan hệ Quốc tế,C00; D01; D14; D15,Điểm ĐGNL HCM năm 2024,790.0,""
16373,Khoa Quốc tế - Đại học Huế,"7320104",Truyền thông đa phương tiện,C00; D01; D14; D15,Điểm ĐGNL HCM năm 2024,790.0,""
16374,Khoa Quốc tế - Đại học Huế,"7850102",Kinh tế tài nguyên thiên nhiên,A00; A01; C00; D01,Điểm ĐGNL HCM năm 2024,650.0,""
16375,Đại học Hùng Vương TPHCM,"7220201",Ngôn ngữ Anh,D01; D14; D15; D66,Điểm thi THPT năm 2024,15.0,""
16376,Đại học Hùng Vương TPHCM,"7220204",Ngôn ngữ Trung Quốc,D01; D04; C00; D15,Điểm thi THPT năm 2024,15.0,""
16377,Đại học Hùng Vương TPHCM,"7220209",Ngôn ngữ Nhật,D01; C00; D15; D66,Điểm thi THPT năm 2024,15.0,""
16378,Đại học Hùng Vương TPHCM,"7220210",Ngôn ngữ Hàn Quốc,D01; D14; D78; D96,Điểm thi THPT năm 2024,15.0,""
16379,Đại học Hùng Vương TPHCM,"73010106",Kinh tế quốc tế,A00; A01; D01; D07,Điểm thi THPT năm 2024,15.0,""
16380,Đại học Hùng Vương TPHCM,"7310401",Tâm lý học,A12; B05; C15; D01,Điểm thi THPT năm 2024,15.0,""
16381,Đại học Hùng Vương TPHCM,"7340101",Quản trị kinh doanh,D01; C00; C01,Điểm thi THPT năm 2024,15.0,""
16382,Đại học Hùng Vương TPHCM,"7340115",Marketing,A00; D01; C00; C01,Điểm thi THPT năm 2024,15.0,""
16383,Đại học Hùng Vương TPHCM,"7340122",Thương mại điện tử,A00; C00; C04; D01,Điểm thi THPT năm 2024,15.0,""
16384,Đại học Hùng Vương TPHCM,"7340201",Tài chính - ngân hàng,A00; D01; C00; C04,Điểm thi THPT năm 2024,15.0,""
16385,Đại học Hùng Vương TPHCM,"7340205",Công nghệ tài chính,A00; A01; C01; D01,Điểm thi THPT năm 2024,15.0,""
16386,Đại học Hùng Vương TPHCM,"7340301",Kế toán,A00; C03; C14; D01,Điểm thi THPT năm 2024,15.0,""
16387,Đại học Hùng Vương TPHCM,"7380101",Luật,A00; A09; C00; C14,Điểm thi THPT năm 2024,15.0,""
16388,Đại học Hùng Vương TPHCM,"7380107",Luật kinh tế,A00; C00; D01; D04,Điểm thi THPT năm 2024,15.0,""
16389,Đại học Hùng Vương TPHCM,"7480106",Kỹ thuật máy tính,A00; A01; C01; D01,Điểm thi THPT năm 2024,15.0,""
16390,Đại học Hùng Vương TPHCM,"7480201",Công nghệ thông tin,A00; A01; C14; D01,Điểm thi THPT năm 2024,15.0,""
16391,Đại học Hùng Vương TPHCM,"7720802",Quản lý bệnh viện,B00; B03; C01; C14,Điểm thi THPT năm 2024,15.0,""
16392,Đại học Hùng Vương TPHCM,"7810103",Quản trị dv du lịch và lữ hành,A00; A01; C00; D01,Điểm thi THPT năm 2024,15.0,""
16393,Đại học Hùng Vương TPHCM,"7810201",Quản trị khách sạn,A00; A01; C00; D01,Điểm thi THPT năm 2024,15.0,""
16394,Đại học Hùng Vương TPHCM,"7220201",Ngôn ngữ Anh,D01; D14; D15; D66,Điểm học bạ năm 2024,18.0,""
16395,Đại học Hùng Vương TPHCM,"7220204",Ngôn ngữ Trung Quốc,D01; D04; C00; D15,Điểm học bạ năm 2024,18.0,""
16396,Đại học Hùng Vương TPHCM,"7220209",Ngôn ngữ Nhật,D01; C00; D15; D66,Điểm học bạ năm 2024,18.0,""
16397,Đại học Hùng Vương TPHCM,"7220210",Ngôn ngữ Hàn Quốc,D01; D14; D78; D96,Điểm học bạ năm 2024,18.0,""
16398,Đại học Hùng Vương TPHCM,"73010106",Kinh tế quốc tế,A00; A01; D01; D07,Điểm học bạ năm 2024,18.0,""
16399,Đại học Hùng Vương TPHCM,"7310401",Tâm lý học,A12; B05; C15; D01,Điểm học bạ năm 2024,18.0,""
16400,Đại học Hùng Vương TPHCM,"7340101",Quản trị kinh doanh,D01; C00; C01,Điểm học bạ năm 2024,18.0,""
16401,Đại học Hùng Vương TPHCM,"7340115",Marketing,A00; D01; C00; C01,Điểm học bạ năm 2024,18.0,""
16402,Đại học Hùng Vương TPHCM,"7340122",Thương mại điện tử,A00; C00; C04; D01,Điểm học bạ năm 2024,18.0,""
16403,Đại học Hùng Vương TPHCM,"7340201",Tài chính - ngân hàng,A00; D01; C00; C04,Điểm học bạ năm 2024,18.0,""
16404,Đại học Hùng Vương TPHCM,"7340205",Công nghệ tài chính,A00; A01; C01; D01,Điểm học bạ năm 2024,18.0,""
16405,Đại học Hùng Vương TPHCM,"7340301",Kế toán,A00; C03; C14; D01,Điểm học bạ năm 2024,18.0,""
16406,Đại học Hùng Vương TPHCM,"7380101",Luật,A00; A09; C00; C14,Điểm học bạ năm 2024,18.0,""
16407,Đại học Hùng Vương TPHCM,"7380107",Luật kinh tế,A00; C00; D01; D04,Điểm học bạ năm 2024,18.0,""
16408,Đại học Hùng Vương TPHCM,"7480106",Kỹ thuật máy tính,A00; A01; C01; D01,Điểm học bạ năm 2024,18.0,""
16409,Đại học Hùng Vương TPHCM,"7480201",Công nghệ thông tin,A00; A01; C14; D01,Điểm học bạ năm 2024,18.0,""
16410,Đại học Hùng Vương TPHCM,"7720802",Quản lý bệnh viện,B00; B03; C01; C14,Điểm học bạ năm 2024,18.0,""
16411,Đại học Hùng Vương TPHCM,"7810103",Quản trị dv du lịch và lữ hành,A00; A01; C00; D01,Điểm học bạ năm 2024,18.0,""
16412,Đại học Hùng Vương TPHCM,"7810201",Quản trị khách sạn,A00; A01; C00; D01,Điểm học bạ năm 2024,18.0,""
16413,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7220201",Ngôn ngữ Anh,C00; D01; D08; D10,Điểm thi THPT năm 2024,14.0,""
16414,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7220210",Ngôn ngữ Hàn Quốc,C00; D01; D10; D66,Điểm thi THPT năm 2024,14.0,""
16415,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7320108",Quan hệ công chúng,A00; A01; C01; D01,Điểm thi THPT năm 2024,14.0,""
16416,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7340101",Quản trị kinh doanh,A00; A01; C01; D01,Điểm thi THPT năm 2024,14.0,""
16417,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7340116",Marketing,A00; A01; C01; D01,Điểm thi THPT năm 2024,14.0,""
16418,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7340122",Thương mại điện tử,A00; A01; C01; D01,Điểm thi THPT năm 2024,14.0,""
16419,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7340201",Tài chính - Ngân hàng,A00; A01; C04; D01,Điểm thi THPT năm 2024,14.0,""
16420,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7340301",Kế toán,A00; A01; D01; D10,Điểm thi THPT năm 2024,14.0,""
16421,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7340406",Quản trị văn phòng,A00; A01; C03; D01,Điểm thi THPT năm 2024,14.0,""
16422,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7380101",Luật,A00; A01; C01; D01,Điểm thi THPT năm 2024,14.0,""
16423,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7480103",Kỹ thuật phần mềm,A00; A01; D01; D10,Điểm thi THPT năm 2024,14.0,""
16424,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7480201",Công nghệ thông tin,A00; A01; D01; D10,Điểm thi THPT năm 2024,14.0,""
16425,Đại Học Kinh Tế Kỹ Thuật Bình Dương,"7510205",Công nghệ kỹ thuật ô tô,A00; A01; C01; D01,Điểm thi THPT năm 2024,14.0,""
